job_title,publish,company,city,description,link,website
Manager/Teamlead (all genders) SAP FPSL,vor 1 Woche,adesso orange AG,"Dortmund, Oldenburg,Osnabrück, Paderborn, Potsdam, Reutlingen, Rostock, Saarbrücken, Stralsund,",Innerhalb der Projekte arbeitest du mit den Kunden der Fach- und IT-Seite als auch mit den Businessanalysten und Entwickler:innen im Projekt zusammen.,https://www.stepstone.de/stellenangebote--Manager-Teamlead-all-genders-SAP-FPSL-Dortmund-Oldenburg-Osnabrueck-Paderborn-Potsdam-Reutlingen-Rostock-Saarbruecken-Stralsund-adesso-orange-AG--7850899-inline.html,stepstone
Senior Consultant (all genders) OpenText StreamServe,vor 3 Wochen,adesso orange AG,"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam","adesso orange AG * Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam * Feste Anstellung * Vollzeit - Die adesso orange AG ist Teil der adesso Group, ein börsennotiertes Beratungs- und IT-Dienstleistungsunternehmen mit rund 5.000 Mitarbeitenden. Die adesso orange AG ist im April 2021 aus einem Zusammenschluss der QUANTO AG mit der adesso Group entstanden. Als SAP® Gold-Partner bieten wie schnelle Verantwortungsübernahme und herausfordernde Aufgaben, wir arbeiten auf Augenhöhe und stärken uns gegenseitig. Wir lieben, was wir tun und entwickeln gemeinsam mit unseren Kunden zukunftsorientierte Lösungen. Unsere Leidenschaft sind technische und betriebswirtschaftliche Themen mit Schwerpunkt auf SAP® Lösungen und modernen Entwicklungstechnologien. Spätestens 2027 beendet SAP® den Support für sein Altsystem.",https://www.stepstone.de/stellenangebote--Senior-Consultant-all-genders-OpenText-StreamServe-Dortmund-Hannover-Jena-Karlsruhe-Kiel-Koeln-Leipzig-Muenchen-Nuernberg-Paderborn-Potsdam-adesso-orange-AG--7736292-inline.html,stepstone
Business Architect (m/w/d) Warehouse,vor 1 Woche,Nagel-Group | Kraftverkehr Nagel SE & Co. KG,Versmold,Projektmanagement im Rahmen der Umsetzung neuer Softwareanforderungen in enger Kooperation mit und IT * Identifizierung von Software-Demands aus dem und Erarbeitung eines realistischen Cases zur Wirtschaftlichkeitsbetrachtung * Steuerung und Priorisierung der Demands in einem systemgestützten Prozess * Überführung der Anforderungen des in ein logisches und praxisgerechtes Funktionalkonzept für die IT * Pilotierung der neuen Anwendungen und Übergabe an das zum Rollout * Mindestens 3 Jahre Berufserfahrung im IT Projektmanagement oder im Bereich Architecture,https://www.stepstone.de/stellenangebote--Business-Architect-m-w-d-Warehouse-Versmold-Nagel-Group-Kraftverkehr-Nagel-SE-Co-KG--8830470-inline.html,stepstone
Data Analyst / Scientist (m/w/d),vor 2 Stunden,eWolff GmbH,Bielefeld,Finde Deine Rolle und verstärke unser Team Data Analytics als Data Analyst / Scientist (m/w/d) * Du erprobst und etablierst diese Verfahren im daily,https://www.stepstone.de/stellenangebote--Data-Analyst-Scientist-m-w-d-Bielefeld-eWolff-GmbH--8228787-inline.html,stepstone
Data Scientist / Analyst - Web (m/w/d),vor 1 Woche,Neue Westfälische GmbH & Co. KG,Bielefeld,"Du hast Spaß daran, Business-Anforderungen in Analytics-Fragestellungen zu übersetzen und behältst dabei mit Leichtigkeit den Überblick über unterschiedlichste Themen? Wir suchen nach einem Data /Data Scientist (m/w/d) mit dem Fokus auf unsere Website. „Wir“, das ist das Intelligence Team der Mediengruppe Neue Westfälische, das die Datenanalyse, technische Unterstützung bei der Umsetzung digitaler Kampagnen und Weiterentwicklung von KPI's und Zielgruppenanalysen für die Zeitungsgruppe treibt. * Kompetenz und Erfahrung in der -Analyse, fundierte Kenntnisse von deskriptiver Statistik und",https://www.stepstone.de/stellenangebote--Data-Scientist-Analyst-Web-m-w-d-Bielefeld-Neue-Westfaelische-GmbH-Co-KG--8866842-inline.html,stepstone
Cyber Security Analyst (m/w/d),vor 1 Woche,OEDIV Oetker Daten- und Informationsverarbeitung KG,"Bielefeld, Rostock, Augsburg, Oldenburg, Berlin, Frankfurt am Main","Incident Response, Business Continuity Management sowie IT-Forensik sind für Dich keine Fremdwörter",https://www.stepstone.de/stellenangebote--Cyber-Security-Analyst-m-w-d-Bielefeld-Rostock-Augsburg-Oldenburg-Berlin-Frankfurt-am-Main-OEDIV-Oetker-Daten-und-Informationsverarbeitung-KG--8840315-inline.html,stepstone
Research Manager and Analyst (m/w/d) mit dem Schwerpunkt PLM und Shipbuilding,vor 1 Woche,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München",Identifikation und Entwicklung von datengesteuerten Innovationen für Geschäftswachstum und durch Wertschöpfung durch Prozess- und Datenverständnis,https://www.stepstone.de/stellenangebote--Research-Manager-and-Analyst-m-w-d-mit-dem-Schwerpunkt-PLM-und-Shipbuilding-Home-Office-oder-Bremen-Berlin-Paderborn-Duisburg-Koeln-Frankfurt-Karlsruhe-Augsburg-Muenchen-CONTACT-Software-GmbH--8870834-inline.html,stepstone
Business Consultant (m/w/d) on-site oder remote,vor 4 Tagen,Arvato Systems Digital GmbH,Gütersloh,"Und daher suchen wir dich als Business Consultant (m/w/d) on-site oder remote für unseren Standort in Gütersloh, Rostock oder Wilhelmshaven. * Du berätst unsere Kunden bei der Entwicklung, Einführung und Optimierung von innovativen und Digitalisierungs-Strategien sowie digitalen cloudbasierten Geschäftsmodellen * Du kannst bestehende Kundenprozesse und Wertschöpfungsketten analysieren, um Zielbilder zu gestalten - dabei hast du immer den Erfolg des Kunden im Blick * Du lebst Consulting als Türöffner für Akquisen und unterstützt in Angebotssituationen * Du hast Know-how und Erfahrung in der Rolle Product Owner, Requirements Engineering, -Analyse oder System-Analyse",https://www.stepstone.de/stellenangebote--Business-Consultant-m-w-d-on-site-oder-remote-Guetersloh-Arvato-Systems-Digital-GmbH--8845269-inline.html,stepstone
Strategischer Einkäufer m|w|d Business Unit Professional,vor 4 Tagen,Miele & Cie. KG,Bielefeld,"Miele & Cie. * Bielefeld * Feste Anstellung * Vollzeit - Über Miele - Wie wird man als Familienunternehmen Weltmarktführer im Premiumsegment für Hausgeräte und gefragter Partner für Lösungen in der Gewerbe- und Medizintechnik? Indem man den Anspruch hat, es immer besser zu machen und immer besser zu werden. Diese Haltung macht das Arbeiten bei Miele und den Erfolg unserer Produkte aus. Unsere etwa 22.000 Mitarbeitenden können sich darauf verlassen: Wer unser Qualitätsstreben lebt, der wächst persönlich und fachlich daran mit. Über den Bereich - Miele Professional konzentriert sich auf Systemlösungen für Gewerbeanwendungen. Diese innovativen Konzepte umfassen Produkte in den Bereichen gewerbliches Geschirrspülen, Wäschereitechnik, Labortechnik, Dental und Medizintechnik. Für unterschiedliche Anwendungsbereiche steht der Mehrwert für die Zielgruppen im Mittelpunkt der I",https://www.stepstone.de/stellenangebote--Strategischer-Einkaeufer-mwd-Business-Unit-Professional-Bielefeld-Miele-Cie-KG--8889602-inline.html,stepstone
Praktikant/Werkstudent Nachhaltigkeit Data Specialist (w/m/d),vor 2 Wochen,PwC,"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover * Praktikum,Studentenjobs, Werkstudent * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind.",https://www.stepstone.de/stellenangebote--Praktikant-Werkstudent-Nachhaltigkeit-Data-Specialist-w-m-d-Berlin-Bielefeld-Bremen-Duisburg-Duesseldorf-Erfurt-Essen-Frankfurt-a-M-Hamburg-Hannover-PwC--8752064-inline.html,stepstone
Trainee/Management Associate Risk & Data to the Chief Risk Officer (m/w/d),vor 14 Stunden,Riverty GmbH,Verl,"Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. * Du lernst unsere Geschäftsprozesse immer besser kennen, gemeinsam mit den Teams aus den verschiedenen Risk-Einheiten (Customer Risk, Risk Governance, Data & Analytics and Client Underwriting) arbeitest Du an deren Weiterentwicklung und Optimierung unserer Risk Unit, um unsere Units bestmöglichst zu unterstützen.",https://www.stepstone.de/stellenangebote--Trainee-Management-Associate-Risk-Data-to-the-Chief-Risk-Officer-m-w-d-Verl-Riverty-GmbH--8596146-inline.html,stepstone
(Junior) IT Consultant Microsoft Dynamics 365 CRM (m/w/d),vor 1 Woche,Arvato Infoscore GmbH,"Verl, Baden-Baden","Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. * Du analysierst fortlaufend unsere und Applikationslandschaft und bringst Deine Ideen zur Optimierung dieser ein",https://www.stepstone.de/stellenangebote--Junior-IT-Consultant-Microsoft-Dynamics-365-CRM-m-w-d-Verl-Baden-Baden-Arvato-Infoscore-GmbH--8673923-inline.html,stepstone
Junior Konfigurationsmanager (m/w/d),vor 2 Wochen,infoscore Business Support GmbH,"Baden-Baden, Verl","infoscore Business Support GmbH - Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, Data _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. Unternehmen: infoscore Support GmbH",https://www.stepstone.de/stellenangebote--Junior-Konfigurationsmanager-m-w-d-Baden-Baden-Verl-infoscore-Business-Support-GmbH--8702911-inline.html,stepstone
Quality Specialist (m/w/d) SQA OtD,vor 4 Tagen,HELLA Gruppe,Hamm,Zugleich deckt das Unternehmen mit seiner Business Group Lifecycle Solutions ein breites Service- und Produktportfolio für das Ersatzteil- und Werkstattgeschäft sowie für Hersteller von Spezialahrzeugen ab.,https://www.stepstone.de/stellenangebote--Quality-Specialist-m-w-d-SQA-OtD-Hamm-HELLA-Gruppe--8845157-inline.html,stepstone
Group Controller (m/w/d),vor 2 Wochen,Amadeus FiRe AG,Gütersloh,Integration neuer Business Units in die Unternehmensgruppe,https://www.stepstone.de/stellenangebote--Group-Controller-m-w-d-Guetersloh-Amadeus-FiRe-AG--8817761-inline.html,stepstone
Business Analyst - Customer Journey Analytics (m/f/d),vor 2 Tagen,IU Internationale Hochschule,"Home-Office, bundesweit, Berlin, München","Join our team now in full time at one of our locations or 100% remote as Business Analyst - Customer Journey Analytics (m/f/d) . Be part of a growing - start your career at IU! * Train stakeholders to use your Power BI reports in their daily * You have at least two years of professional experience in analytics, website analytics, or controlling - ideally in a digital or startup company * A successfully completed degree in administration, economics, ( informatics, data science or a related field round out your profile",https://www.stepstone.de/stellenangebote--Business-Analyst-Customer-Journey-Analytics-m-f-d-Home-Office-bundesweit-Berlin-Muenchen-IU-Internationale-Hochschule--8859455-inline.html,stepstone
Technical Business Analyst (m/w/d),vor 1 Tag,AXA Konzern AG,deutschlandweit,"Eine Zertifizierung als BRE ist ebenfalls von Vorteil (CBAP®, CCBA®, CPRE oder Certified Business Architect (DVA) - Insurance Management)",https://www.stepstone.de/stellenangebote--Technical-Business-Analyst-m-w-d-deutschlandweit-AXA-Konzern-AG--8803444-inline.html,stepstone
Controller / Business Analyst (w/d/m),vor 1 Woche,FIEGE Logistik Stiftung & Co. KG,"Münster, Homeoffice möglich",Das FIEGE eCommerce Solutions-Team sucht dich zum nächstmöglichen Zeitpunkt für die Business Unit Digital Services am Standort Münster.,https://www.stepstone.de/stellenangebote--Controller-Business-Analyst-w-d-m-Muenster-Homeoffice-moeglich-FIEGE-Logistik-Stiftung-Co-KG--8880122-inline.html,stepstone
Business Analyst Sales Excellence (m/w/d),vor 1 Woche,CompuGroup Medical SE & Co. KGaA,"Koblenz, Home-Office",for Success als Business Analyst Sales Excellence * Du stehst mit unseften in engem Austausch und unterstützt sie bei jeglicher Art von Auswertungen * Vorteilhaft sind erste Erfahrungen im -Controlling,https://www.stepstone.de/stellenangebote--Business-Analyst-Sales-Excellence-m-w-d-Koblenz-Home-Office-CompuGroup-Medical-SE-Co-KGaA--8824307-inline.html,stepstone
Senior Digital Business Analyst (w/m/x),vor 22 Stunden,IBM iX,"Düsseldorf, Home-Office","Idealerweise hast du Erfahrung als Business Analyst/Consultant im Digital Business (z.B. eCommerce, CMS, PIM, DAM, SEO, Marketing) Unsere 1.200+ digitalen Expert*innen in DACH und Kroatien begleiten Menschen, Marken und Organisationen agil und kollaborativ: von der Analyse und Idee über -Case, Design-Vision und MVP-Entwicklung bis zu Roll-Out und Operations. Wir glauben „Good Experience is Good * Als integraler Bestandteil eines Projektteams evaluierst du in der Rolle eines Beraters/ digitale Strategien, die zum digitalen Erfolg deiner Kunden führen",https://www.stepstone.de/stellenangebote--Senior-Digital-Business-Analyst-w-m-x-Duesseldorf-Home-Office-IBM-iX--8808115-inline.html,stepstone
Junior Business Analyst (m/w/d),vor 1 Woche,Reply,Frankfurt am Main,Als Business Analyst unterstützt du unser Team in Polen und Frankfurt bei der Kommunikation mit unseren international agierenden Kunden aus der Automobil- und Luftfahrtindustrie * Als Junior begleitest du die Weiterentwicklung von CRM-Systemen in Cloud-Projekten wie z.B. der Oracle Cloud zu anderen Applikationen,https://www.stepstone.de/stellenangebote--Junior-Business-Analyst-m-w-d-Frankfurt-am-Main-Reply--8826834-inline.html,stepstone
Robotic Process Automation (RPA) Business Analyst (m/w/d) - bis zu 100 % remote,vor 4 Tagen,DZ PRIVATBANK S.A.,"Home-Office, Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart","An unseren Standorten Frankfurt am Main, Berlin, Düsseldorf, Hamburg, Hannover, München, Nürnberg, Stuttgart oder ortsunabhängig suchen wir zum nächstmöglichen Zeitpunkt einen Robotic Process Automation (RPA) (m/w/d) – bis zu 100 % remote * Identifikation, Evaluierung und -Analyse von RPA-fähigen Prozessen in Zusammenarbeit mit den Fachbereichen * Methodische Fähigkeiten im Bereich -Analyse, Anforderungsmanagement sowie Projektmanagement",https://www.stepstone.de/stellenangebote--Robotic-Process-Automation-RPA-Business-Analyst-m-w-d-bis-zu-100-remote-Home-Office-Frankfurt-am-Main-Berlin-Duesseldorf-Hamburg-Hannover-Muenchen-Nuernberg-Stuttgart-DZ-PRIVATBANK-S-A--8845124-inline.html,stepstone
(Junior/Senior) Business Analyst (w/m/d),vor 2 Wochen,ALTER SOLUTIONS Deutschland GmbH,"Düsseldorf, Münster, München, Hamburg, Berlin, bundesweit ( Home-Office)","Als (Junior/Senior) Business Analyst analysierst, strukturierst und vertrittst Du fachliche Anforderungen und entwickelst gemeinsam mit den technischen Stakeholdern die richtigen Lösungsszenarien * Du besitzt fundiertes Know-how und Erfahrung in Requirements Engineering, -Analyse oder System-Analyse",https://www.stepstone.de/stellenangebote--Junior-Senior-Business-Analyst-w-m-d-Duesseldorf-Muenster-Muenchen-Hamburg-Berlin-bundesweit-Home-Office-ALTER-SOLUTIONS-Deutschland-GmbH--7821375-inline.html,stepstone
Web Analyst (d/m/w),vor 4 Tagen,Digital Masters GmbH,"Hamburg, Home-Office","Wir vereinen diese drei Kerndisziplinen im Online Business für kleine und große Kunden perfekt miteinander. Zur nächstmöglichen Unterstützung unseres Marketing-Teams suchen wir einen Web (m/w/d) in Vollzeit, gerne ab sofort.",https://www.stepstone.de/stellenangebote--Web-Analyst-d-m-w-Hamburg-Home-Office-Digital-Masters-GmbH--8846392-inline.html,stepstone
Platform Architect / Platform Analyst / Solution Consultant – ServiceNow (m/w/d),vor 1 Woche,SVA System Vertrieb Alexander GmbH,bundesweit,Zur Verstärkung unseres Teams suchen wir aktuell an einem unserer Standorte deutschlandweit einen Platform Architect / Platform / Solution Consultant – ServiceNow (m/w/d). * Strategische Entwicklung des Kunden bei Digitalisierungsprojekten durch Nutzung sämtlicher Möglichkeiten der ServiceNow-Plattform * Entwicklung von stabilem Lösungsdesign für mehrjährige Kundenprojekte in Abstimmung mit allen Stakeholdern / -Anforderungen,https://www.stepstone.de/stellenangebote--Platform-Architect-Platform-Analyst-Solution-Consultant-ServiceNow-m-w-d-bundesweit-SVA-System-Vertrieb-Alexander-GmbH--8826283-inline.html,stepstone
"Research Manager and Analyst (m/w/d) mit Schwerpunkt PLM, BIM und Fabrikplanung",vor 1 Woche,CONTACT Software GmbH,"München, Augsburg, Ingolstadt oder im Home-Office in Bayern",Identifikation und Entwicklung von datengesteuerten Innovationen für Geschäftswachstum und durch Wertschöpfung durch Prozess- und Datenverständnis,https://www.stepstone.de/stellenangebote--Research-Manager-and-Analyst-m-w-d-mit-Schwerpunkt-PLM-BIM-und-Fabrikplanung-Muenchen-Augsburg-Ingolstadt-oder-im-Home-Office-in-Bayern-CONTACT-Software-GmbH--8870917-inline.html,stepstone
EDI-Analyst (m/w/d),vor 1 Woche,Willi Elbe Gelenkwellen GmbH & Co. KG,"Tamm, Pfedelbach, Rippershausen, Home-Office","bei der Willi Elbe Group in Tamm – als EDI-Analyst (m/w/d) – Standorte Tamm, Pfedelbach, Rippershausen oder Remote * Bachelor-Abschluss in Informatik, Informationstechnologie o. Ä. sowie mind. 5 Jahre Erfahrung als EDI-",https://www.stepstone.de/stellenangebote--EDI-Analyst-m-w-d-Tamm-Pfedelbach-Rippershausen-Home-Office-Willi-Elbe-Gelenkwellen-GmbH-Co-KG--8830104-inline.html,stepstone
Data Analyst (f/m/x),vor 1 Woche,Tourlane GmbH,"Home Office or Berlin, Germany","We have a unique market position, ambitious goals and we are looking for a Data Analyst to join our journey! You will determine the trends and demonstrate analytical, creative and innovative problem solving skills to recommend solutions based on insights * Have a strong mindset understanding stakeholder needs and being able to translate them into actions - understanding financial reporting is a plus.",https://www.stepstone.de/stellenangebote--Data-Analyst-f-m-x-Home-Office-or-Berlin-Germany-Tourlane-GmbH--8824576-inline.html,stepstone
(Senior) Consultant Vertrieb und CRM / Vertriebsanalyst (m/w/d),vor 2 Wochen,Cintellic GmbH,bundesweit,"Wir arbeiten ergebnisfokussiert und setzen unser exzellentes Know-how im Zusammenspiel von Business, Data und Technology ein. * Mitarbeit in der führenden Beratung für CRM und digitales Kundenmanagement.",https://www.stepstone.de/stellenangebote--Senior-Consultant-Vertrieb-und-CRM-Vertriebsanalyst-m-w-d-bundesweit-Cintellic-GmbH--8762484-inline.html,stepstone
Senior Analyst (w/m/d),vor 4 Tagen,Bauer Media Group,Bundesweit,"Du konntest bereits Erfahrung im Umgang mit diversen Analysetools und Excel sammeln (z.B. Socialbakers / Emplify, Meltwater, Funnel.io, Talkwalker, Google Analytics, MS Power BI, Adverity, Facebook Manager und Werbekonten)",https://www.stepstone.de/stellenangebote--Senior-Analyst-w-m-d-Bundesweit-Bauer-Media-Group--8348536-inline.html,stepstone
Analytics Lead - Business intelligence,vor 14 Stunden,SumUp Services GmbH,bundesweit,"Small business owners are at the heart of all we do, so we're creating tools that help them run their As a Analytics Lead, you will be part of the Data Intelligence team who focuses on steering SumUps overarching strategy. This is a chance to work with senior leadership throughout the to create impact globally and enable SumUppers to be even more data-informed! You'll have high visibility across all levels of the and a chance to drive our analytics strategy, data governance, and global reporting strategy at the company level. If you have a passion for finding insights in data that deliver real value, then this Analytics Lead opportunity could be for you! * Build, develop, and grow within the da",https://www.stepstone.de/stellenangebote--Analytics-Lead-Business-intelligence-bundesweit-SumUp-Services-GmbH--8068000-inline.html,stepstone
(Senior) Data Analyst (w/m/d),vor 3 Tagen,Bauer Media Group,"Hamburg, Home-Office","As a member of our data organization, you will help business decision makers within the Bauer Xcel, one of Germanys biggest digital publishers to find data driven solutions to their problems. Your efforts will reveal invaluable and user insights, using data to help many from to product managers and our top management in making the right data driven decisions. * You will help stakeholders to answer questions using data * You will define KPIs for our and build monitoring solutions",https://www.stepstone.de/stellenangebote--Senior-Data-Analyst-w-m-d-Hamburg-Home-Office-Bauer-Media-Group--8898738-inline.html,stepstone
